time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_range,train/entropy_loss,train/approx_kl,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/n_updates,eval/mean_ep_length,eval/mean_reward
1634304,133,731,2233,0.2,-0.011391989784063602,0.002416079,81.86505889892578,0.9758764505386353,1390.0531046162048,0.00011160283102071845,0.0003,0.0073811848958333336,1320,,
1646592,134,732,2248,0.2,-0.018813031699452646,0.009073943,174.5618896484375,0.9906336069107056,395.0921952903271,0.002744402311873273,0.0003,0.0138916015625,1330,,
1658880,135,732,2263,0.2,-0.02078249544031981,0.0077610496,134.3860321044922,0.9953513741493225,165.03955890933673,0.009702908905455842,0.0003,0.017154947916666666,1340,,
1671168,136,733,2278,0.2,-0.018426402366048932,0.005253783,48.53034973144531,0.9976900815963745,115.76581472406785,-0.0003747917811172859,0.0003,0.009195963541666666,1350,,
1680000,,,,0.2,-0.018405140614337748,0.002240244,116.9233627319336,0.9950368404388428,138.96849613289038,-6.852321530459449e-06,0.0003,0.007926432291666667,1360,8760.0,76903.22813682556
1683456,137,731,2302,,,,,,,,,,,,
1695744,138,731,2317,0.2,-0.018515632696729276,0.011276319,117.6572036743164,0.9942705035209656,208.28460005919138,0.0003543888575222809,0.0003,0.0092529296875,1370,,
1708032,139,731,2334,0.2,-0.013869858560307572,0.7554157,35.42739486694336,0.9966327548027039,117.2270438114802,0.004269080404143703,0.0003,0.04962565104166667,1380,,
1720320,140,732,2349,0.2,-0.004562822179385269,1.6228858,54.65047836303711,0.9892805218696594,38.58242959914108,-0.029885976672327768,0.0003,0.07908528645833333,1390,,
1732608,141,732,2363,0.2,-0.005047313406460792,0.0026139074,2096.90625,0.9755738973617554,1396.8074655691782,-0.0002503387387453889,0.0003,0.004508463541666666,1400,,
1740000,,,,0.2,-0.014839184420361562,0.50318867,55.20113754272461,0.9949144124984741,161.18975092967352,-0.0016070374954627671,0.0003,0.02646484375,1410,8760.0,63349.769863319394
1744896,142,730,2389,,,,,,,,,,,,
1757184,143,730,2404,0.2,-0.022985850670314296,0.0019008514,324.37841796875,0.9766840934753418,665.7893999179204,0.0033288623884194144,0.0003,0.015852864583333334,1420,,
1769472,144,731,2419,0.2,-0.023102347898626856,0.04984926,147.16400146484375,0.9884142875671387,349.04482056299844,0.0006986941152717918,0.0003,0.015185546875,1430,,
1781760,145,731,2434,0.2,-0.0399428823331012,0.01663667,94.30501556396484,0.9923467040061951,213.542811914285,0.0003972676953708287,0.0003,0.020426432291666668,1440,,
1794048,146,732,2449,0.2,-0.049333074936172734,0.0022783896,98.92809295654297,0.9861201643943787,224.440132300059,-0.00012664493988268077,0.0003,0.017854817708333335,1450,,
